Date,Client Type,Product Name,Unit Price,Product Quantity,Total Price,Payment Type
2025-06-07,Retail,Honda CBR500R,389000,11,4279000,Transfer
2025-07-27,Retail,KTM RC 200,198000,7,1386000,Credit card
2025-07-06,Wholesale,Bristol Bobber 650,398000,13,5174000,Credit card
2025-07-15,Retail,Suzuki GSX-S150,375000,24,3000000,Cash
2025-06-20,Wholesale,Royal Enfield Classic 350,250000,7,1750000,Transfer
2025-08-04,Retail,BMW G 310 GS,320000,42,13440000,Credit card
2025-06-08,Retail,CFMoto 300SR,165000,15,2475000,Cash
2025-06-16,Wholesale,Bajaj CT125,67900,10,679000,Cash
2025-06-14,Retail,Bristol Bobber 650,398000,12,4776000,Credit card
2025-08-15,Retail,SYM Jet X 150,128000,23,2944000,Transfer
2025-08-26,Wholesale,Yamaha XSR155,182000,2,364000,Transfer
2025-06-15,Retail,Yamaha FZi 150,99900,16,1598400,Transfer
2025-08-31,Retail,CFMoto 300NK,165000,38,6270000,Credit card
2025-08-05,Wholesale,Bajaj Dominar 400,199900,7,1399300,Credit card
2025-07-02,Retail,Yamaha Aerox 155,124000,31,3844000,Transfer
2025-08-26,Retail,Moto Guzzi V7 Stone,689000,15,10335000,Transfer
2025-08-02,Retail,Husqvarna Svartpilen 401,295000,4,1180000,Transfer
2025-08-25,Wholesale,Yamaha XSR155,182000,19,3458000,Unknown
2025-07-21,Wholesale,TVS Apache RTR 200 4V,129000,47,6063000,Credit card
2025-06-25,Retail,Vespa Primavera 150,210000,1,210000,Cash
2025-07-28,Retail,Zontes 310X,248000,3,744000,Cash
2025-08-02,Retail,Yamaha Sniper 155,125900,16,2014400,Credit card
2025-08-01,Wholesale,Zontes GK350,269000,9,2421000,Cash
2025-06-22,Retail,Yamaha MT-15,178000,41,7298000,Cash
2025-07-28,Wholesale,Husqvarna Svartpilen 401,295000,17,5015000,Credit card
2025-07-28,Wholesale,Bristol Veloce 500,328000,43,14104000,Transfer
2025-08-25,Retail,Zontes 310X,248000,44,10912000,Cash
2025-07-19,Wholesale,Keeway RKS 150 Sport,68900,1,68900,Credit card
2025-07-22,Wholesale,Honda Rebel 1100,650000,3,1950000,Credit card
2025-07-12,Retail,CFMoto 300SR,165000,20,3300000,Transfer
2025-08-09,Retail,Bajaj CT125,67900,33,2240700,Credit card
2025-06-15,Wholesale,Bajaj Dominar 400,199900,41,8195900,Transfer
2025-07-24,Wholesale,Suzuki Burgman Street 125,80900,11,889900,Transfer
2025-07-30,Retail,KTM 790 Duke,599000,20,11980000,Transfer
2025-06-08,Wholesale,Kawasaki Z400,331000,11,3641000,Credit card
2025-07-23,Wholesale,Bristol Veloce 500,328000,11,3608000,Cash
2025-07-30,Retail,Yamaha FZi 150,99900,32,3196800,Cash
2025-06-05,Retail,Honda Rebel 1100,650000,20,13000000,Cash
2025-08-07,Retail,KTM 790 Duke,599000,1,599000,Transfer
2025-06-06,Wholesale,Royal Enfield Classic 350,250000,33,8250000,Transfer
2025-07-17,Retail,Harley-Davidson Street 750,499000,12,5988000,Credit card
,Wholesale,Honda Rebel 1100,650000,6,3900000,Transfer
2025-07-10,Retail,Yamaha XSR155,182000,12,2184000,Credit card
2025-07-22,Retail,CFMoto 650MT,345000,41,14145000,Transfer
2025-06-16,Retail,Bajaj CT125,67900,13,882700,Credit card
2025-06-13,Wholesale,Bajaj CT125,67900,30,2037000,Credit card
2025-06-30,Retail,SYM Husky 150,72900,9,656100,Credit card
2025-06-19,Retail,Honda Click 125i,80900,1,80900,Cash
2025-06-17,Retail,Husqvarna Svartpilen 401,295000,20,5900000,Credit card
2025-08-02,Retail,Suzuki Raider R150 Fi,119900,16,1918400,Credit card
2025-06-19,Wholesale,Zontes 310X,248000,48,11904000,Credit card
2025-08-31,Retail,Husqvarna Svartpilen 401,295000,4,1180000,Credit card
2025-07-28,Wholesale,Honda CBR500R,389000,9,3501000,Credit card
2025-07-25,Wholesale,Zontes 310X,248000,25,6200000,Transfer
2025-08-29,Wholesale,Vespa GTS Super 300,398000,12,4776000,Credit card
2025-08-29,Retail,Honda Rebel 1100,650000,4,2600000,Transfer
2025-08-01,Retail,KTM RC 200,198000,2,396000,Transfer
2025-06-23,Retail,KTM 790 Duke,599000,3,1797000,Cash
2025-06-09,Retail,SYM Jet X 150,128000,3,384000,Credit card
2025-06-12,Retail,BMW G 310 GS,320000,35,11200000,Cash
2025-06-01,Retail,Yamaha XMAX 300,319000,26,8294000,Transfer
2025-07-28,Retail,Vespa GTS Super 300,398000,24,9552000,Credit card
2025-06-01,Retail,Suzuki GSX-S150,125000,13,1625000,Cash
2025-07-04,Retail,Suzuki Raider R150 Fi,119900,11,1318900,Cash
2025-07-18,Retail,Vespa GTS Super 300,398000,19,7562000,Credit card
2025-08-28,Retail,Rusi Flash 125,48000,32,1536000,Credit card
2025-06-01,Retail,Yamaha Aerox 155,124000,38,4712000,Cash
2025-06-16,Retail,Rusi Flash 125,48000,14,672000,Cash
2025-07-31,Wholesale,Honda ADV 160,164900,2,329800,Credit card
2025-08-03,Wholesale,Kawasaki Ninja 400,340000,28,9520000,Cash
2025-08-02,Retail,Yamaha Sniper 155,125900,20,2518000,Credit card
2025-08-08,Retail,Italjet Dragster 200,289000,2,578000,Cash
2025-06-22,Retail,KTM 790 Duke,599000,49,29351000,Credit card
2025-08-06,Retail,Aprilia SR GT 200,219000,6,1314000,Transfer
2025-08-15,Retail,Honda CBR500R,389000,45,17505000,Credit card
2025-06-26,Wholesale,Yamaha FZi 150,99900,16,1598400,Cash
2025-06-16,Retail,CFMoto 300SR,165000,13,2145000,Credit card
2025-07-21,Retail,Suzuki Avenis 125,79900,38,3036200,Cash
2025-08-25,Wholesale,Yamaha NMAX 155,151900,14,2126600,Credit card
2025-07-27,Wholesale,Kawasaki KLX 230,199000,8,1592000,Credit card
2025-06-29,Wholesale,Yamaha Aerox 155,124000,33,4092000,Credit card
2025-08-17,Wholesale,Vespa Primavera 150,210000,16,3360000,Credit card
2025-08-31,Retail,Yamaha Aerox 155,124000,3,372000,Transfer
2025-08-08,Retail,CFMoto 300SR,165000,10,1650000,Credit card
2025-07-17,Retail,Moto Guzzi V7 Stone,689000,7,4823000,Cash
2025-08-01,Retail,CFMoto 300NK,165000,30,4950000,Credit card
2025-08-08,Wholesale,SYM Jet X 150,128000,16,2048000,Unknown
2025-08-15,Wholesale,Moto Guzzi V7 Stone,689000,28,19292000,Cash
2025-06-16,Wholesale,Royal Enfield Classic 350,250000,5,1250000,Transfer
2025-08-29,Retail,Rusi Flash 125,48000,16,768000,Credit card
2025-08-29,Wholesale,Honda CRF300L,284900,20,5698000,Transfer
2025-07-18,Retail,Suzuki GSX-S150,125000,5,625000,Transfer
2025-08-24,Retail,CFMoto 300NK,165000,15,2475000,Transfer
2025-07-09,Wholesale,Bajaj Dominar 400,199900,1,199900,Credit card
2025-07-03,Retail,Keeway RKS 150 Sport,68900,16,1102400,Credit card
2025-06-23,Retail,Zontes GK350,269000,50,13450000,Credit card
2025-06-10,Wholesale,BMW G 310 GS,320000,20,6400000,Transfer
2025-08-08,Retail,Zontes GK350,269000,11,2959000,Cash
2025-07-04,Wholesale,Honda Click 125i,80900,18,1456200,Transfer
2025-07-22,Wholesale,KTM RC 200,198000,1,198000,Cash
2025-06-10,Retail,Moto Guzzi V7 Stone,689000,16,11024000,Credit card
2025-06-19,Wholesale,Suzuki GSX-S150,125000,3,375000,Transfer
2025-07-28,Wholesale,BMW G 310 GS,320000,9,2880000,Transfer
2025-06-01,Retail,Bajaj CT125,67900,6,407400,Credit card
2025-08-08,Wholesale,Royal Enfield Classic 350,250000,4,1000000,Cash
2025-06-04,Wholesale,Honda Click 125i,80900,14,1132600,Transfer
2025-06-16,Retail,Zontes 310X,248000,50,12400000,Cash
2025-06-24,Retail,Honda ADV 160,164900,13,2143700,Cash
2025-08-19,Wholesale,Zontes 310X,248000,11,2728000,Cash
2025-06-02,Wholesale,Yamaha FZi 150,99900,5,499500,Cash
2025-08-31,Retail,Bristol Veloce 500,328000,12,3936000,Credit card
2025-07-02,Retail,KTM 790 Duke,599000,10,5990000,Unknown
2025-08-30,Retail,KTM RC 200,198000,26,5148000,Transfer
2025-08-23,Wholesale,Vespa Primavera 150,210000,1,210000,Cash
2025-06-24,Retail,Suzuki GSX-S150,125000,7,875000,Credit card
2025-06-12,Wholesale,Honda CBR500R,389000,14,5446000,Transfer
2025-07-20,Wholesale,Keeway RKS 150 Sport,68900,7,482300,Cash
2025-07-05,Wholesale,BMW R nineT,995000,25,24875000,Transfer
2025-07-03,Retail,Suzuki Avenis 125,79900,42,3355800,Credit card
2025-07-03,Retail,Moto Guzzi V7 Stone,689000,1,689000,Cash
2025-07-31,Wholesale,Bristol Bobber 650,398000,42,16716000,Transfer
2025-07-21,Wholesale,Aprilia SR GT 200,219000,1,219000,Cash
2025-07-13,Retail,CFMoto 300SR,165000,18,2970000,Cash
2025-06-12,Wholesale,Yamaha XSR155,182000,11,2002000,Cash
2025-08-06,Retail,Suzuki Avenis 125,79900,1,79900,Transfer
2025-08-04,Retail,Zontes GK350,269000,19,5111000,Transfer
2025-07-03,Wholesale,Zontes 310X,248000,40,9920000,Transfer
2025-07-10,Retail,Zontes GK350,269000,13,3497000,Transfer
2025-08-13,Wholesale,Bajaj CT125,67900,43,2919700,Transfer
2025-07-13,Wholesale,Keeway RKS 150 Sport,68900,14,964600,Cash
2025-07-14,Retail,Yamaha MT-15,178000,11,1958000,Credit card
2025-06-29,Wholesale,Bajaj CT125,67900,11,746900,Transfer
2025-06-13,Wholesale,Yamaha FZi 150,99900,30,2997000,Credit card
2025-06-12,Wholesale,Yamaha XMAX 300,319000,17,5423000,Transfer
2025-07-16,Wholesale,Honda Rebel 1100,650000,8,5200000,Credit card
2025-06-02,Retail,Yamaha NMAX 155,151900,29,4405100,Cash
2025-07-05,Retail,Kawasaki KLX 230,199000,7,1393000,Transfer
2025-08-26,Retail,Aprilia SR GT 200,219000,40,8760000,Transfer
2025-08-20,Wholesale,Yamaha Serow 250,299000,19,5681000,Cash
2025-08-29,Retail,SYM Husky 150,72900,4,291600,Transfer
2025-06-08,Retail,Honda Rebel 1100,650000,21,13650000,Cash
2025-06-26,Wholesale,Moto Morini X-Cape 650,369000,16,5904000,Transfer
2025-08-13,Retail,KTM RC 200,198000,19,3762000,Cash
2025-08-29,Unknown,Yamaha Sniper 155,125900,17,2140300,Credit card
2025-07-04,Retail,Yamaha Serow 250,299000,3,897000,Transfer
2025-06-07,Retail,Vespa GTS Super 300,398000,20,7960000,Credit card
2025-08-07,Retail,Keeway RKS 150 Sport,68900,9,620100,Transfer
2025-07-28,Wholesale,Yamaha Sniper 155,125900,16,2014400,Transfer
2025-08-14,Retail,Yamaha XSR155,182000,5,910000,Transfer
2025-06-29,Retail,BMW G 310 GS,320000,4,1280000,Cash
2025-07-06,Retail,Suzuki Avenis 125,79900,34,2716600,Transfer
2025-08-28,Retail,Honda Rebel 1100,650000,11,7150000,Transfer
2025-06-21,Wholesale,Honda CBR500R,389000,13,5057000,Transfer
2025-07-06,Retail,Yamaha XMAX 300,319000,18,5742000,Cash
2025-06-10,Retail,SYM Husky 150,72900,7,510300,Cash
2025-08-12,Retail,Suzuki Burgman Street 125,80900,46,3721400,Credit card
2025-06-24,Retail,Harley-Davidson Street 750,499000,49,24451000,Credit card
2025-08-03,Retail,Bajaj CT125,67900,47,3191300,Credit card
2025-07-19,Wholesale,Yamaha FZi 150,99900,17,1698300,Credit card
2025-07-06,Wholesale,Moto Guzzi V7 Stone,689000,16,11024000,Transfer
2025-08-21,Wholesale,KTM Duke 200,178000,18,3204000,Cash
2025-06-24,Wholesale,Keeway RKS 150 Sport,68900,17,1171300,Credit card
2025-06-23,Retail,Zontes 310X,248000,15,3720000,Transfer
2025-08-01,Wholesale,Zontes GK350,807000,15,4035000,Credit card
2025-07-07,Wholesale,Suzuki Raider R150 Fi,119900,17,2038300,Credit card
2025-06-12,Wholesale,CFMoto 300NK,165000,30,4950000,Transfer
2025-07-25,Retail,Motorstar Xplorer 250R,78900,4,315600,Transfer
2025-06-13,Retail,CFMoto 300SR,165000,42,6930000,Credit card
2025-06-23,Wholesale,Yamaha Sniper 155,125900,6,755400,Transfer
2025-08-28,Retail,Suzuki Raider R150 Fi,119900,27,3237300,Credit card
2025-06-30,Retail,Motorstar Xplorer 250R,78900,20,1578000,Credit card
2025-06-17,Wholesale,Yamaha MT-15,178000,39,6942000,Transfer
2025-08-01,Retail,Moto Guzzi V7 Stone,689000,45,31005000,Credit card
2025-08-23,Wholesale,SYM Jet X 150,128000,31,3968000,Credit card
2025-08-28,Retail,Motorstar Xplorer 250R,78900,48,3787200,Transfer
2025-08-25,Retail,Kawasaki Ninja 400,340000,13,4420000,Credit card
2025-06-13,Wholesale,Moto Guzzi V7 Stone,689000,5,3445000,Credit card
2025-07-29,Unknown,Yamaha XSR155,182000,12,2184000,Cash
2025-06-19,Wholesale,Royal Enfield Classic 350,250000,6,1500000,Cash
2025-07-19,Retail,Rusi Flash 125,48000,10,480000,Transfer
2025-06-12,Retail,Honda CRF300L,284900,32,9116800,Cash
2025-07-31,Wholesale,KTM RC 200,198000,5,990000,Transfer
2025-06-19,Wholesale,Motorstar Xplorer 250R,78900,2,157800,Credit card
2025-08-15,Wholesale,Royal Enfield Classic 350,250000,17,4250000,Credit card
2025-06-09,Wholesale,Suzuki GSX-S150,125000,17,2125000,Credit card
2025-08-10,Wholesale,BMW G 310 GS,960000,49,15680000,Cash
2025-06-28,Retail,BMW G 310 GS,320000,3,960000,Transfer
2025-08-17,Wholesale,Yamaha NMAX 155,151900,21,3189900,Transfer
2025-07-22,Retail,Kawasaki KLX 230,199000,2,398000,Credit card
2025-08-22,Wholesale,Bristol Bobber 650,398000,27,10746000,Transfer
2025-06-16,Retail,Yamaha FZi 150,99900,12,1198800,Cash
2025-08-08,Retail,Honda ADV 160,164900,28,4617200,Transfer
2025-06-12,Wholesale,Yamaha XSR155,182000,20,3640000,Credit card
2025-06-25,Wholesale,KTM 790 Duke,599000,5,2995000,Cash
2025-07-22,Retail,Vespa GTS Super 300,398000,18,7164000,Cash
2025-08-24,Retail,Zontes GK350,269000,19,5111000,Credit card
2025-07-23,Wholesale,Suzuki Raider R150 Fi,119900,8,959200,Cash
2025-06-23,Retail,Yamaha MT-15,178000,16,2848000,Transfer
2025-06-16,Wholesale,Yamaha MT-15,178000,36,6408000,Transfer
2025-07-27,Wholesale,Harley-Davidson Street 750,499000,22,10978000,Cash
2025-07-09,Wholesale,Yamaha NMAX 155,151900,9,1367100,Credit card
2025-07-23,Wholesale,Suzuki Raider R150 Fi,119900,30,3597000,Transfer
2025-07-12,Retail,SYM Husky 150,72900,2,145800,Cash
2025-07-28,Retail,Vespa GTS Super 300,398000,4,1592000,Transfer
2025-07-09,Wholesale,Yamaha FZi 150,99900,16,1598400,Transfer
2025-06-14,Wholesale,Italjet Dragster 200,289000,18,5202000,Cash
2025-06-05,Wholesale,Suzuki Raider R150 Fi,119900,20,2398000,Transfer
2025-07-05,Wholesale,CFMoto 650MT,345000,24,8280000,Transfer
2025-08-26,Retail,KTM RC 200,198000,44,8712000,Credit card
2025-08-14,Wholesale,Kawasaki Z400,331000,45,14895000,Cash
2025-06-18,Retail,Yamaha Sniper 155,125900,18,2266200,Cash
2025-08-15,Wholesale,Honda CBR500R,389000,41,15949000,Transfer
2025-06-09,Wholesale,BMW R nineT,995000,25,24875000,Credit card
2025-08-13,Wholesale,Honda Rebel 1100,650000,4,2600000,Credit card
2025-07-28,Wholesale,Kawasaki KLX 230,199000,17,3383000,Cash
2025-06-17,Wholesale,Suzuki Avenis 125,79900,14,1118600,Credit card
2025-06-07,Wholesale,Vespa GTS Super 300,398000,20,7960000,Cash
2025-07-16,Retail,Honda Click 125i,80900,12,970800,Credit card
2025-06-13,Wholesale,TVS Apache RTR 200 4V,129000,16,2064000,Transfer
2025-07-10,Wholesale,Zontes 310X,248000,49,12152000,Transfer
2025-07-12,Wholesale,Vespa GTS Super 300,398000,5,1990000,Cash
2025-06-09,Retail,Suzuki GSX-S150,125000,8,1000000,Cash
2025-07-20,Wholesale,Suzuki Raider R150 Fi,119900,37,4436300,Transfer
2025-06-27,Retail,Honda Rebel 1100,650000,8,5200000,Transfer
2025-08-05,Retail,Yamaha MT-15,534000,12,2136000,Cash
2025-06-05,Wholesale,Honda Click 125i,80900,14,1132600,Unknown
2025-06-29,Wholesale,Bristol Veloce 500,328000,12,3936000,Cash
2025-07-07,Wholesale,Moto Morini X-Cape 650,369000,49,18081000,Transfer
2025-07-08,Wholesale,Bajaj CT125,67900,4,271600,Transfer
2025-08-22,Wholesale,CFMoto 300NK,165000,47,7755000,Credit card
2025-06-08,Wholesale,CFMoto 300SR,165000,1,165000,Credit card
2025-08-04,Wholesale,Benelli 502C,349000,5,1745000,Transfer
2025-08-25,Wholesale,Suzuki GSX-S150,125000,19,2375000,Transfer
2025-06-17,Retail,Kawasaki Z400,331000,46,15226000,Credit card
2025-08-10,Retail,Royal Enfield Classic 350,250000,44,11000000,Cash
2025-08-28,Wholesale,Harley-Davidson Street 750,499000,13,6487000,Transfer
2025-07-15,Retail,Bristol Bobber 650,398000,37,14726000,Cash
2025-06-04,Retail,SYM Jet X 150,128000,7,896000,Cash
2025-07-06,Retail,CFMoto 300NK,165000,18,2970000,Credit card
2025-08-09,Retail,Keeway RKS 150 Sport,68900,6,413400,Cash
2025-07-01,Retail,Moto Guzzi V7 Stone,689000,10,6890000,Transfer
2025-06-19,Retail,Royal Enfield Classic 350,250000,38,9500000,Credit card
2025-07-31,Retail,Bristol Bobber 650,398000,44,17512000,Credit card
2025-07-24,Wholesale,Royal Enfield Classic 350,250000,6,1500000,Transfer
2025-07-09,Wholesale,Bristol Bobber 650,398000,11,4378000,Cash
2025-08-30,Retail,BMW R nineT,995000,10,9950000,Credit card
2025-08-13,Wholesale,Zontes GK350,269000,13,3497000,Cash
2025-08-29,Retail,Honda ADV 160,164900,19,3133100,Transfer
2025-06-19,Wholesale,Suzuki GSX-S150,125000,3,375000,Cash
2025-07-09,Retail,Yamaha FZi 150,99900,20,1998000,Cash
2025-08-06,Wholesale,Suzuki Avenis 125,79900,41,3275900,Credit card
2025-07-15,Wholesale,Yamaha FZi 150,99900,6,599400,Credit card
2025-06-13,Retail,Vespa GTS Super 300,398000,41,16318000,Transfer
2025-08-31,Retail,Yamaha Serow 250,299000,20,5980000,Cash
2025-07-28,Retail,Royal Enfield Classic 350,250000,17,4250000,Transfer
2025-06-20,Retail,Bristol Bobber 650,398000,1,398000,Transfer
2025-08-31,Wholesale,Bajaj Dominar 400,199900,13,2598700,Credit card
2025-08-11,Retail,CFMoto 300NK,165000,2,330000,Cash
2025-07-31,Wholesale,Honda ADV 160,164900,3,494700,Transfer
2025-07-09,Wholesale,Royal Enfield Classic 350,250000,15,3750000,Transfer
2025-06-01,Retail,Keeway RKS 150 Sport,68900,20,1378000,Transfer
2025-06-03,Retail,Royal Enfield Classic 350,250000,22,5500000,Credit card
2025-08-16,Unknown,Honda ADV 160,494700,9,1484100,Transfer
2025-08-31,Wholesale,Bajaj CT125,67900,13,882700,Credit card
2025-08-01,Retail,Yamaha XSR155,182000,4,728000,Cash
2025-08-02,Retail,BMW G 310 GS,320000,2,640000,Transfer
2025-06-25,Wholesale,Honda CBR500R,1167000,47,18283000,Cash
2025-07-26,Wholesale,Moto Guzzi V7 Stone,2067000,14,9646000,Transfer
2025-07-03,Retail,Honda Click 125i,80900,15,1213500,Cash
2025-07-08,Retail,KTM 790 Duke,599000,5,2995000,Transfer
2025-06-06,Retail,Suzuki Raider R150 Fi,119900,7,839300,Credit card
2025-07-28,Wholesale,Bajaj CT125,67900,30,2037000,Credit card
2025-07-14,Wholesale,Yamaha Aerox 155,124000,11,1364000,Cash
2025-07-15,Retail,Royal Enfield Classic 350,250000,23,5750000,Credit card
2025-07-02,Wholesale,Kawasaki Z400,331000,39,12909000,Cash
2025-07-15,Retail,Yamaha XSR155,182000,20,3640000,Credit card
2025-07-31,Retail,Aprilia SR GT 200,219000,25,5475000,Credit card
2025-07-17,Wholesale,Husqvarna Svartpilen 401,295000,4,1180000,Credit card
2025-06-21,Wholesale,Italjet Dragster 200,289000,10,2890000,Credit card
2025-08-19,Unknown,Moto Guzzi V7 Stone,689000,14,9646000,Credit card
2025-08-24,Wholesale,Royal Enfield Classic 350,250000,35,8750000,Cash
2025-08-14,Wholesale,Moto Morini X-Cape 650,369000,3,1107000,Transfer
2025-07-06,Retail,Benelli 502C,349000,42,14658000,Cash
2025-06-19,Wholesale,CFMoto 300NK,165000,23,3795000,Credit card
2025-08-04,Wholesale,Yamaha Sniper 155,125900,18,2266200,Credit card
2025-07-27,Retail,Kawasaki KLX 230,199000,1,199000,Cash
2025-06-18,Wholesale,Benelli 502C,1047000,1,349000,Transfer
2025-07-17,Retail,Husqvarna Svartpilen 401,295000,6,1770000,Credit card
2025-07-19,Wholesale,Italjet Dragster 200,289000,5,1445000,Cash
2025-06-14,Retail,Aprilia SR GT 200,219000,22,4818000,Cash
2025-06-15,Wholesale,Bajaj Dominar 400,199900,41,8195900,Cash
2025-07-01,Retail,Honda CBR500R,389000,19,7391000,Credit card
2025-06-01,Retail,Aprilia SR GT 200,219000,10,2190000,Cash
2025-07-24,Retail,Italjet Dragster 200,289000,20,5780000,Credit card
2025-06-03,Wholesale,Italjet Dragster 200,289000,49,14161000,Transfer
2025-06-16,Retail,SYM Husky 150,72900,19,1385100,Credit card
2025-08-26,Retail,Zontes 310X,248000,43,10664000,Transfer
2025-07-27,Retail,Husqvarna Svartpilen 401,295000,34,10030000,Credit card
2025-08-14,Wholesale,Suzuki Burgman Street 125,80900,17,1375300,Credit card
2025-06-12,Wholesale,Honda CBR500R,389000,3,1167000,Credit card
2025-08-13,Retail,Benelli 502C,349000,9,3141000,Cash
2025-06-16,Wholesale,KTM RC 200,198000,37,7326000,Credit card
2025-08-11,Wholesale,Bristol Bobber 650,398000,26,10348000,Cash
2025-08-15,Retail,Honda CBR500R,389000,8,3112000,Cash
2025-06-24,Retail,Honda CRF300L,284900,12,3418800,Transfer
2025-06-28,Wholesale,Bristol Veloce 500,328000,1,328000,Transfer
2025-06-08,Retail,Benelli 502C,349000,19,6631000,Transfer
2025-08-31,Retail,Yamaha XSR155,182000,19,3458000,Transfer
2025-07-06,Wholesale,CFMoto 650MT,345000,13,4485000,Transfer
2025-08-29,Wholesale,KTM RC 200,198000,2,396000,Credit card
2025-06-08,Wholesale,Honda Rebel 1100,650000,5,3250000,Credit card
2025-07-28,Retail,SYM Husky 150,72900,2,145800,Credit card
2025-07-30,Wholesale,Kawasaki Z400,331000,49,16219000,Cash
2025-07-20,Retail,Yamaha Aerox 155,124000,28,3472000,Cash
2025-06-28,Wholesale,Yamaha Serow 250,299000,26,7774000,Transfer
2025-08-31,Wholesale,Honda ADV 160,164900,35,5771500,Transfer
2025-07-11,Wholesale,Harley-Davidson Street 750,499000,30,14970000,Cash
2025-08-03,Wholesale,Honda CRF300L,284900,28,7977200,Transfer
2025-06-27,Wholesale,Benelli 502C,349000,46,16054000,Credit card
2025-08-02,Retail,Yamaha Sniper 155,125900,6,755400,Credit card
2025-06-17,Retail,KTM RC 200,198000,15,2970000,Transfer
2025-08-12,Retail,Kawasaki Z400,331000,17,5627000,Cash
2025-07-03,Retail,Bajaj Dominar 400,199900,50,9995000,Cash
2025-08-23,Wholesale,CFMoto 300SR,165000,39,6435000,Cash
2025-08-10,Wholesale,Bajaj Dominar 400,199900,46,9195400,Cash
2025-08-31,Retail,Bajaj CT125,67900,22,1493800,Cash
2025-06-29,Wholesale,CFMoto 300SR,165000,37,6105000,Credit card
2025-06-13,Retail,Yamaha Aerox 155,124000,15,1860000,Credit card
2025-07-16,Wholesale,Suzuki Burgman Street 125,80900,16,1294400,Cash
2025-07-05,Retail,Suzuki Raider R150 Fi,119900,7,839300,Cash
2025-06-06,Wholesale,Suzuki Raider R150 Fi,119900,5,599500,Transfer
2025-08-21,Wholesale,BMW R nineT,995000,5,4975000,Cash
2025-08-08,Retail,Suzuki Raider R150 Fi,119900,1,119900,Cash
2025-07-17,Wholesale,Honda CRF300L,284900,11,3133900,Cash
2025-06-25,Wholesale,Bristol Bobber 650,398000,4,1592000,Transfer
2025-08-05,Retail,TVS Apache RTR 200 4V,129000,9,1161000,Cash
2025-06-10,Wholesale,Honda Click 125i,80900,2,161800,Cash
2025-07-26,Retail,CFMoto 300NK,165000,8,1320000,Credit card
2025-06-30,Retail,Keeway RKS 150 Sport,68900,15,1033500,Credit card
2025-06-05,Retail,Vespa GTS Super 300,398000,4,1592000,Transfer
2025-07-03,Wholesale,Bajaj CT125,67900,47,3191300,Transfer
2025-08-04,Retail,Suzuki GSX-S150,125000,31,3875000,Transfer
2025-06-18,Wholesale,Kawasaki Ninja 400,340000,5,1700000,Transfer
2025-07-19,Wholesale,Suzuki Avenis 125,79900,6,479400,Transfer
2025-06-11,Retail,Bristol Bobber 650,398000,7,2786000,Credit card
2025-08-24,Wholesale,Bristol Veloce 500,328000,8,2624000,Transfer
2025-06-26,Wholesale,Zontes 310X,248000,6,1488000,Credit card
2025-08-02,Wholesale,Suzuki Avenis 125,79900,1,79900,Cash
2025-08-28,Wholesale,Royal Enfield Classic 350,250000,6,1500000,Transfer
2025-08-25,Wholesale,Honda CRF300L,284900,23,6552700,Credit card
2025-07-29,Retail,Vespa Primavera 150,210000,10,2100000,Credit card
2025-06-27,Retail,SYM Husky 150,72900,8,583200,Credit card
2025-07-19,Retail,Yamaha MT-15,178000,29,5162000,Cash
2025-08-16,Wholesale,CFMoto 300SR,165000,16,2640000,Credit card
2025-07-03,Retail,Yamaha XMAX 300,319000,19,6061000,Cash
2025-06-01,Wholesale,Suzuki Raider R150 Fi,119900,3,359700,Credit card
2025-06-21,Retail,Benelli 502C,349000,19,6631000,Transfer
2025-07-25,Wholesale,TVS Apache RTR 200 4V,129000,33,4257000,Transfer
2025-06-06,Wholesale,Aprilia SR GT 200,219000,7,1533000,Cash
2025-08-31,Wholesale,Yamaha XSR155,182000,11,2002000,Credit card
2025-07-25,Retail,Honda CBR500R,389000,16,6224000,Credit card
2025-08-08,Retail,KTM 790 Duke,599000,45,26955000,Cash
2025-06-05,Retail,Bristol Bobber 650,398000,13,5174000,Transfer
2025-06-03,Retail,Suzuki Burgman Street 125,80900,33,2669700,Credit card
2025-07-23,Wholesale,Benelli 502C,349000,11,3839000,Cash
2025-06-23,Wholesale,Yamaha Serow 250,299000,11,3289000,Transfer
2025-07-23,Wholesale,Bristol Bobber 650,398000,19,7562000,Transfer
2025-07-07,Retail,Honda Rebel 1100,650000,41,26650000,Credit card
2025-08-13,Retail,Moto Guzzi V7 Stone,689000,4,2756000,Credit card
2025-08-13,Retail,Bristol Veloce 500,328000,31,10168000,Credit card
2025-08-22,Retail,Honda CBR500R,389000,16,6224000,Transfer
2025-06-17,Wholesale,SYM Husky 150,72900,32,2332800,Transfer
2025-08-24,Retail,Kawasaki Ninja 400,340000,6,2040000,Transfer
2025-08-17,Wholesale,Yamaha Sniper 155,125900,14,1762600,Cash
2025-08-12,Retail,Vespa GTS Super 300,398000,17,6766000,Credit card
2025-06-01,Wholesale,Keeway RKS 150 Sport,68900,21,1446900,Transfer
2025-07-21,Wholesale,Kawasaki KLX 230,199000,11,2189000,Credit card
2025-07-15,Wholesale,Vespa Primavera 150,210000,15,3150000,Transfer
2025-08-16,Retail,Yamaha XSR155,182000,14,2548000,Cash
2025-06-04,Retail,Bristol Veloce 500,328000,21,6888000,Transfer
2025-08-01,Retail,Yamaha MT-15,178000,13,2314000,Credit card
2025-08-04,Retail,BMW R nineT,995000,7,6965000,Cash
